"audit_id","key","book_file","book_line","source_locator","verified_claim","role","verified_on"
"NARR-NEAL-MARKOV-2000-15-DIRICHLET-PROCESS","neal_markov_2000","book/chapters/15-dirichlet-process.qmd",227,"local PDF pages 3/5/10; strongest full-text match p. 3 on: error, work, approximation, depends, algorithms, components, conjugate, sample","**Marginal (collapsed) samplers** integrate $G$ out and work with the Pólya urn predictive rule of @thm-crp, updating cluster memberships one at a time. Neal [-@neal_markov_2000] is the standard catalogue, including the algorithms that handle non-conjugate kernels. **Blocked samplers** truncate @eq-stick at a finite number of components and sample the weights and locations directly; Ishwaran and Zarepour [-@ishwaran_markov_2000] study the approximation error this truncation incurs. Computation follows Neal [-@neal_markov_2000] and Ishwaran and Zarepour [-@ishwaran_markov_2000] at the level of what each family of algorithm does; no algorithm is reproduced here and none of the book's claims depends on the details.","claim-bearing narrative citation","2026-08-06"
"NARR-NELSON-REVIEW-2023-01-THE-ESTIMATION-PROBLEM","nelson_review_2023","book/chapters/01-the-estimation-problem.qmd",156,"local PDF pages 39/33/40; strongest full-text match p. 39 on: onoyer, context, meta, assessment, analysis, measurement, curriculum, based","The curriculum-based measurement context comes from Conoyer et al. [-@conoyer_meta-analysis_2022] and Nelson et al. [-@nelson_review_2023], and the disaggregated-reliability evidence from Rutkowski and Rutkowski [-@rutkowski_measuring_2013] and Abedi [-@abedi_standardized_2002]. The numbers quoted in @sec-ch01-reliability were visually reconstructed from the assessment-level rows of Conoyer's Table 1, and the quantiles use R's type-7 convention. A non-load-bearing claim attributed in the manuscript to an unresolved Ramsay (2016) reference has been omitted rather than carried with an unverifiable citation.","claim-bearing narrative citation","2026-08-06"
"NARR-PATZ-STRAIGHTFORWARD-1999-10-BAYESIAN-HIERARCHICAL-RASCH","patz_straightforward_1999","book/chapters/10-bayesian-hierarchical-rasch.qmd",253,"local PDF pages 1/3/24; strongest full-text match p. 1 on: stage, treat, 1999, vice, versa, parametric, allows, implemented","**Uncertainty propagates coherently from items to persons.** This is the argument @sec-ch06-plugin set up and `C-012` recorded. Two-stage practice calibrates items, fixes them at their estimates, and scores persons as though the item parameters were known; @eq-sem is then a conditional standard error reported as though it were unconditional. Patz and Junker [-@patz_straightforward_1999] state the alternative exactly: MCMC ""treat[s] item and subject parameters at the same time,"" which ""allows us to incorporate standard errors of item estimates into trait inferences, and vice versa."" That is the plug-in gap closed by construction rather than by an extra term, and it is the cleanest argument in the list. Albert [-@albert_bayesian_1992] introduced data augmentation for the normal-ogive model: latent continuous responses are imputed, conditional on which the item parameters have conjugate normal full conditionals, so the whole sampler is Gibbs. It is elegant and it is tied to the probit link. Patz and Junker [-@patz_straightforward_1999] gave the general-purpose alternative — Metropolis-within-Gibbs, which does not require conjugacy and therefore extends to models that have no augmentation trick, which is most of them. Hamiltonian Monte Carlo as implemented in Stan is the modern default for the parametric model [@burkner_bayesian_2021]. The semiparametric models of Part V are fitted in NIMBLE, which is what makes the Dirichlet process machinery available at all. The uncertainty-propagation argument quotes Patz and Junker [-@patz_straightforward_1999]; the small-sample arguments are Gilholm et al. [-@gilholm_bayesian_2021] and Fox [-@fox_redefining_2025], read at the level of their stated aims rather than their derivations, which is all the claim here requires. Albert [-@albert_bayesian_1992] is cited for data augmentation under the normal ogive and Bürkner [-@burkner_bayesian_2021] for the Stan route.","claim-bearing narrative citation","2026-08-06"
"NARR-ROBBINS-EMPIRICAL-1992-12-EMPIRICAL-BAYES-TRADITION","robbins_empirical_1992","book/chapters/12-empirical-bayes-tradition.qmd",72,"local PDF pages 3/2/1; strongest full-text match p. 3 on: estimation, empirical, being, known, obbins, unknown, ayes","Robbins's [-@robbins_empirical_1992] empirical Bayes supplies the frame in which @eq-james-stein stops being a paradox. Suppose each $\Theta_p$ is drawn from an unknown prior $G$ and produces an observation through a known mechanism. Then the Bayes rule against $G$ is optimal, and although $G$ is unknown, the $P$ observations are themselves a sample that carries information about it. Robbins's construction replaces $G$ by an empirical version built from the other observations and shows that the resulting rule approaches the Bayes risk as $P$ grows. The compound-decision framing is Robbins [-@robbins_empirical_1992], cited the same way. Rubin [-@rubin_estimation_1981] is read at the level of his stated aims and the eight-schools setup, which is all the transfer argument uses.","claim-bearing narrative citation","2026-08-06"
"NARR-RODRIGUEZ-JEFFREYS-2013-15-DIRICHLET-PROCESS","rodriguez_jeffreys_2013","book/chapters/15-dirichlet-process.qmd",259,"local PDF pages 1/4/6; strongest full-text match p. 1 on: 2012, without, subjective, elicitation, abstract, proper, finite, moments","The sources differ in both target and method. Paganin et al. examine the induced mean and variance of $K_N$ and use different Gamma priors in their simulation and real-data analyses; they do not advocate one universal reproducibility prior. Antonelli et al. [-@antonelli_mitigating_2016] compare moment matching, diffuse Gamma, Kullback--Leibler, fixed-$\alpha$, empirical-Bayes and importance-sampling strategies. Lee et al. [-@lee_improving_2025] elicit an entire distribution for $K$ through a chi-square construction and fit a Gamma hyperprior by Dorazio's KL method, rather than matching only $\operatorname{E}[K_J]$. Murugiah and Sweeting [-@murugiah_selecting_2012] develop a selection framework both with and without subjective information and provide defaults. Dorazio [-@dorazio_selecting_2009] and Rodríguez [-@rodriguez_jeffreys_2013] supply induced-cluster and objective routes; Rodríguez's Ewens Jeffreys prior is proper but has **no finite moments**. Vicentini and Jermyn [-@vicentini_prior_2025] pose the current question: specify $p(\alpha\mid\eta)$ through quantities for which “meaningful” prior information can actually be expressed. The six source-specific elicitation contributions are read at the level of each work's stated aim and summary of the problem; the rows are explicitly nonexclusive. Rodríguez's [-@rodriguez_jeffreys_2013] result that the Ewens Jeffreys prior is proper with no finite moments is from his abstract and is quoted because it is the kind of property that is easy to adopt a prior without knowing.","claim-bearing narrative citation","2026-08-06"
"NARR-RUBIN-ESTIMATION-1981-12-EMPIRICAL-BAYES-TRADITION","rubin_estimation_1981","book/chapters/12-empirical-bayes-tradition.qmd",91,"local PDF pages 2/1/6; strongest full-text match p. 2 on: commonly, attract, three, sampling, real, attention, estimation, parallel","Rubin [-@rubin_estimation_1981] gives the framing that transfers most directly. Eight schools ran parallel randomized coaching experiments; the estimated effects varied; some of the variation is sampling noise and some is real. He notes that the largest observed effect ""will commonly attract the most attention,"" and that the interesting question is how much of it to believe. Replace schools by persons and coaching effects by abilities and the sentence is about the top of a class ranking. His three tools — sensitivity displays, simulation of the posterior of the largest effect, and posterior predictive checks of the model — are all applicable here and none is standard in IRT practice. The compound-decision framing is Robbins [-@robbins_empirical_1992], cited the same way. Rubin [-@rubin_estimation_1981] is read at the level of his stated aims and the eight-schools setup, which is all the transfer argument uses.","claim-bearing narrative citation","2026-08-06"
"NARR-RUTKOWSKI-MEASURING-2013-01-THE-ESTIMATION-PROBLEM","rutkowski_measuring_2013","book/chapters/01-the-estimation-problem.qmd",108,"local PDF pages 3/16/2; strongest full-text match p. 3 on: curriculum, meta, measuring, been, 2002, socioeconomic, based, measurement","**Large-scale assessment, disaggregated.** Overall reliabilities in large surveys are high, but subgroup reliabilities are not. Rutkowski and Rutkowski [-@rutkowski_measuring_2013] report values as low as .41 for PISA socioeconomic subscales in some groups, and Abedi [-@abedi_standardized_2002] finds that a Grade 9 achievement battery reliable at .83 to .92 overall performs materially worse for English language learners. The curriculum-based measurement context comes from Conoyer et al. [-@conoyer_meta-analysis_2022] and Nelson et al. [-@nelson_review_2023], and the disaggregated-reliability evidence from Rutkowski and Rutkowski [-@rutkowski_measuring_2013] and Abedi [-@abedi_standardized_2002]. The numbers quoted in @sec-ch01-reliability were visually reconstructed from the assessment-level rows of Conoyer's Table 1, and the quantiles use R's type-7 convention. A non-load-bearing claim attributed in the manuscript to an unresolved Ramsay (2016) reference has been omitted rather than carried with an unverifiable citation.","claim-bearing narrative citation","2026-08-06"
"NARR-SIJTSMA-USE-2009-08-RELIABILITY","sijtsma_use_2009","book/chapters/08-reliability.qmd",64,"local PDF pages 8/2/5; strongest full-text match p. 8 on: things, regularly, model, heorem, latent, inter, unnally, because","with $V_i$ the item variances and $V_t$ the total-score variance, is a lower bound on $\rho_{XX'}$ under any model — a result van der Ark [-@ark_standard_2025, p. 1680] attributes to Lord and Novick (1968, Theorem 4.4.3). Guttman's $\lambda_2$ [@guttman_basis_1945, § 13] is a sharper lower bound using the squared inter-item covariances, and Guttman's $\lambda_3$ is $\alpha$ [@ark_standard_2025, p. 1687]. Three things follow that are worth saying flatly, because each is regularly got wrong: $\alpha$ is a bound and not an estimate; it is a statement about the sum score and not about a latent variable; and it is not a measure of unidimensionality [@sijtsma_use_2009]. The thresholds $0.70$, $0.80$ and $0.90$ have no derivation. They are conventions, and their provenance is thinner than their authority. Nunnally's textbook is the usual citation and is regularly cited for a threshold he stated with qualifications about research stage that the citing literature drops; Sijtsma [-@sijtsma_use_2009] and Cronbach and Shavelson [-@cronbach_my_2004] both make the point at length. Hussey et al. [-@hussey_aberrant_2025] supply the empirical signature of a convention operating as a gate rather than a description: an aberrant pile-up of published $\alpha$ values just above $.70$.","claim-bearing narrative citation","2026-08-06"
"NARR-STEIN-INADMISSIBILITY-1956-12-EMPIRICAL-BAYES-TRADITION","stein_inadmissibility_1956","book/chapters/12-empirical-bayes-tradition.qmd",22,"local PDF pages 1/10/9; strongest full-text match p. 1 on: obvious, proved, inadmissible, origin, admissibility, value, estimator","Stein [-@stein_inadmissibility_1956] proved the inadmissibility; James and Stein [-@james_estimation_1992, § 2] gave the explicit estimator. With $X \sim N(\xi, \mathbf{I}_p)$, @eq-james-stein, the risk expression, the value $2$ at the origin, the limit $p$, the admissibility of the obvious estimator for $p \le 2$, and the remark that @eq-james-stein is itself inadmissible were all read in James and Stein [-@james_estimation_1992, § 2]. Per DECISIONS (a4) the work is cited as the 1961 original and locators are taken from the held 1992 reprint pagination. The priority for inadmissibility is Stein [-@stein_inadmissibility_1956], which James and Stein credit as their reference [14] and which is held; @sec-ch12-stein attributes it accordingly.","claim-bearing narrative citation","2026-08-06"
"NARR-VICENTINI-PRIOR-2025-15-DIRICHLET-PROCESS","vicentini_prior_2025","book/chapters/15-dirichlet-process.qmd",261,"local PDF pages 1/2/9; strongest full-text match p. 1 on: empirical, 2025, icentini, ermyn, vicentini, specify, meaningful, ayes","The sources differ in both target and method. Paganin et al. examine the induced mean and variance of $K_N$ and use different Gamma priors in their simulation and real-data analyses; they do not advocate one universal reproducibility prior. Antonelli et al. [-@antonelli_mitigating_2016] compare moment matching, diffuse Gamma, Kullback--Leibler, fixed-$\alpha$, empirical-Bayes and importance-sampling strategies. Lee et al. [-@lee_improving_2025] elicit an entire distribution for $K$ through a chi-square construction and fit a Gamma hyperprior by Dorazio's KL method, rather than matching only $\operatorname{E}[K_J]$. Murugiah and Sweeting [-@murugiah_selecting_2012] develop a selection framework both with and without subjective information and provide defaults. Dorazio [-@dorazio_selecting_2009] and Rodríguez [-@rodriguez_jeffreys_2013] supply induced-cluster and objective routes; Rodríguez's Ewens Jeffreys prior is proper but has **no finite moments**. Vicentini and Jermyn [-@vicentini_prior_2025] pose the current question: specify $p(\alpha\mid\eta)$ through quantities for which “meaningful” prior information can actually be expressed.","claim-bearing narrative citation","2026-08-06"
"NARR-WOODS-ITEM-2006-14-FLEXIBLE-ALTERNATIVES","woods_item_2006","book/chapters/14-flexible-alternatives.qmd",41,"local PDF pages 20/1/2; strongest full-text match p. 20 on: inverse, tests, evaluation, family, ability, nonparametric, improve, responses","Woods and Thissen [-@woods_item_2006] estimate the latent density with **splines**, simultaneously with the item parameters, and report that when the latent distribution is poorly approximated as normal the 2PL item parameter estimates improve. **Ramsay-curve IRT** [@woods_ramsay-curve_2006] does the same with Ramsay's density family, and Woods extends it to Likert-type data [-@woods_ramsay_2007] and to the 3PL [-@woods_ramsay-curve_2008]. Woods and Lin [-@woods_item_2009] introduce **Davidian-curve IRT**, in which the latent density is a Davidian curve fitted simultaneously with logistic item response functions, and compare it directly against Ramsay curves and the empirical histogram under normal, bimodal and skewed generating distributions. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-WOODS-ITEM-2009-14-FLEXIBLE-ALTERNATIVES","woods_item_2009","book/chapters/14-flexible-alternatives.qmd",46,"local PDF pages 6/1/2; strongest full-text match p. 6 on: ayesian, type, people, stability, improve, fitted, splines, compare","Woods and Thissen [-@woods_item_2006] estimate the latent density with **splines**, simultaneously with the item parameters, and report that when the latent distribution is poorly approximated as normal the 2PL item parameter estimates improve. **Ramsay-curve IRT** [@woods_ramsay-curve_2006] does the same with Ramsay's density family, and Woods extends it to Likert-type data [-@woods_ramsay_2007] and to the 3PL [-@woods_ramsay-curve_2008]. Woods and Lin [-@woods_item_2009] introduce **Davidian-curve IRT**, in which the latent density is a Davidian curve fitted simultaneously with logistic item response functions, and compare it directly against Ramsay curves and the empirical histogram under normal, bimodal and skewed generating distributions. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-WOODS-RAMSAY-2007-14-FLEXIBLE-ALTERNATIVES","woods_ramsay_2007","book/chapters/14-flexible-alternatives.qmd",45,"local PDF pages 17/3/16; strongest full-text match p. 17 on: splines, logistic, functions, 1984, part, 2001, ability, evaluation","Woods and Thissen [-@woods_item_2006] estimate the latent density with **splines**, simultaneously with the item parameters, and report that when the latent distribution is poorly approximated as normal the 2PL item parameter estimates improve. **Ramsay-curve IRT** [@woods_ramsay-curve_2006] does the same with Ramsay's density family, and Woods extends it to Likert-type data [-@woods_ramsay_2007] and to the 3PL [-@woods_ramsay-curve_2008]. Woods and Lin [-@woods_item_2009] introduce **Davidian-curve IRT**, in which the latent density is a Davidian curve fitted simultaneously with logistic item response functions, and compare it directly against Ramsay curves and the empirical histogram under normal, bimodal and skewed generating distributions. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-WOODS-RAMSAY-CURVE-2006-14-FLEXIBLE-ALTERNATIVES","woods_ramsay-curve_2006","book/chapters/14-flexible-alternatives.qmd",44,"local PDF pages 2/3/16; strongest full-text match p. 2 on: family, histogram, estimating, summed, simultaneously, introduce, empirical, flexibility","Woods and Thissen [-@woods_item_2006] estimate the latent density with **splines**, simultaneously with the item parameters, and report that when the latent distribution is poorly approximated as normal the 2PL item parameter estimates improve. **Ramsay-curve IRT** [@woods_ramsay-curve_2006] does the same with Ramsay's density family, and Woods extends it to Likert-type data [-@woods_ramsay_2007] and to the 3PL [-@woods_ramsay-curve_2008]. Woods and Lin [-@woods_item_2009] introduce **Davidian-curve IRT**, in which the latent density is a Davidian curve fitted simultaneously with logistic item response functions, and compare it directly against Ramsay curves and the empirical histogram under normal, bimodal and skewed generating distributions. The second is that each of them has a tuning decision. Splines need knots and a degree; Ramsay curves need a degree and knot count chosen by model selection — Woods [-@woods_ramsay-curve_2006] treats model selection as part of the method and evaluates new approaches to it; Davidian curves need a polynomial degree. The flexibility is real and it is *purchased with a choice the data must also be used to make*. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-WOODS-RAMSAY-CURVE-2008-14-FLEXIBLE-ALTERNATIVES","woods_ramsay-curve_2008","book/chapters/14-flexible-alternatives.qmd",46,"local PDF pages 18/1/2; strongest full-text match p. 18 on: ikert, type, evaluation, estimating, 2001, ability, splines, logistic","Woods and Thissen [-@woods_item_2006] estimate the latent density with **splines**, simultaneously with the item parameters, and report that when the latent distribution is poorly approximated as normal the 2PL item parameter estimates improve. **Ramsay-curve IRT** [@woods_ramsay-curve_2006] does the same with Ramsay's density family, and Woods extends it to Likert-type data [-@woods_ramsay_2007] and to the 3PL [-@woods_ramsay-curve_2008]. Woods and Lin [-@woods_item_2009] introduce **Davidian-curve IRT**, in which the latent density is a Davidian curve fitted simultaneously with logistic item response functions, and compare it directly against Ramsay curves and the empirical histogram under normal, bimodal and skewed generating distributions. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-ZHANG-BAYESIAN-2021-14-FLEXIBLE-ALTERNATIVES","zhang_bayesian_2021","book/chapters/14-flexible-alternatives.qmd",138,"local PDF pages 18/2/3; strongest full-text match p. 18 on: nonparametric, ordinal, 2018, 2008, comparison, multilevel, ability, flexible","Zhang et al. [-@zhang_bayesian_2021] give an MCMC method for ordinal items with flexible latent trait distributions, using a **Davidian curve** to approximate $G$ within a Bayesian sampler — the same density family as Woods and Lin, fitted so as to produce a posterior rather than a maximum. Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] do the corresponding thing for mixtures. Mislevy [-@mislevy_estimating_1984] for direct estimation of population parameters from responses with standard errors and fit tests; Woods and Thissen [-@woods_item_2006] for splines and the 2PL improvement; Woods [-@woods_ramsay-curve_2006; -@woods_ramsay_2007; -@woods_ramsay-curve_2008] for Ramsay curves, including model selection as part of the method; Woods and Lin [-@woods_item_2009] for Davidian curves and the three-way comparison against Ramsay curves and the empirical histogram; Monroe and Cai [-@monroe_estimation_2014] for the missing covariance matrix under EM; Bolt et al. [-@bolt_mixture_2001] and Gnaldi et al. [-@gnaldi_multilevel_2016] for mixtures over people; Bambirra Gonçalves et al. [-@bambirra_goncalves_bayesian_2018] and Cheng and Meng [-@cheng_estimating_2025] for mixtures on the ability distribution; Kappus et al. [-@kappus_nonparametric_2020] for the inverse-problem framing; Zhang et al. [-@zhang_bayesian_2021] for the Bayesian Davidian sampler; Finch and Edwards [-@finch_rasch_2016] for the corrective evaluation. Li and Cai [-@li_summed_2018] supply the remark on empirical-histogram stability, from their § 1.","claim-bearing narrative citation","2026-08-06"
"NARR-ZHANG-REALISTIC-2025-09-DESIGNING-FOR-RELIABILITY","zhang_realistic_2025","book/chapters/09-designing-for-reliability.qmd",68,"local PDF pages 11/6/17; strongest full-text match p. 11 on: tighter, cluster, three, average, rather, symmetric, near, zero","**The spread of item difficulties.** A tighter difficulty distribution concentrates information where most people are, and buys reliability for free. The three curves in @fig-rel-items differ only in $\operatorname{SD}(\beta)$, and at every target the tighter distribution needs fewer items. The effect is real and modest: widening from $\operatorname{SD}(\beta) = 1$ to $1.5$ costs roughly a tenth more items across the range. This is the classical observation that reliability rises as item-difficulty variance falls [@zhang_realistic_2025, § 1, citing Gulliksen (1945) and Lord (1952)], and it is the lever @sec-ch09-difficulty is about. **Targeting is randomized, not fixed.** Because $\boldsymbol\beta$ is redrawn each replication, the reported $I$ is an average over targeting conditions rather than the length of any particular test. This is a deliberate and defensible choice — it integrates out an incidental design feature rather than fixing it arbitrarily, which is the same argument Zhang et al. [-@zhang_realistic_2025, § 1] give for sampling difficulties in the first place. It does mean the column answers ""how long on average"", not ""how long"". The reference exists and is recent. Zhang et al. [-@zhang_realistic_2025] fit the Rasch model to 73 datasets from the Item Response Warehouse — filtered from 504 by excluding duplicated respondent–item pairs, non-binary items, matrices more than half missing, and five datasets with near-zero latent variance — and characterize the difficulty distributions directly. Crucially for the comparison, they rescale: difficulties are divided by the standard deviation of the latent trait estimates and centred, so their summaries are on exactly the metric that $\beta \sim N(0,1)$ with $\theta \sim N(0,1)$ assumes. 1. **Spread.** Most datasets have difficulty standard deviations at the low end of the observed range; real difficulties cluster more tightly than $N(0,1)$, and much more tightly than the $U(-2,2)$ that is the other common choice [@zhang_realistic_2025, § 3.1]. Their summary is given as a figure rather than a table, so no point estimate is quoted here. 2. **Skewness.** Centred near zero with both signs present — approximately symmetric, and the assumption of symmetry survives. 3. **Kurtosis.** Below the normal value of 3 in most datasets, averaging **2.48**: real difficulty distributions are flatter with lighter tails than a normal. Zhang et al. also propose a method for generating realistic difficulties: resample an empirical dataset, then treat each estimated difficulty as the mean of a normal with standard deviation equal to its own standard error, producing a mixture that carries both the empirical shape and the estimation uncertainty [@zhang_realistic_2025, § 4]. That is the natural sensitivity analysis to run, and it is a design change rather than a theoretical one, so it belongs to the companion book. The empirical characterization of item-difficulty distributions is Zhang et al. [-@zhang_realistic_2025], read directly: the 73-dataset corpus and its filtering in § 3, the rescaling to the latent-trait metric in § 3.0.1, and the spread, skewness and kurtosis findings in § 3.0.2 and § 3.1. The average kurtosis of 2.48 is theirs; the spread finding is reported qualitatively because their own summary is a figure. Gulliksen (1945) and Lord (1952) on the difficulty-variance-and-reliability relationship are cited through Zhang et al. under R5; neither is held.","claim-bearing narrative citation","2026-08-06"
